lease_bf_plaza_clean.plazaid,lease_bf_plaza_clean.companyid,lease_bf_plaza_clean.plazacode,lease_bf_plaza_clean.plazaname,lease_bf_plaza_clean.shortname,lease_bf_plaza_clean.operationcenterid,lease_bf_plaza_clean.operationcenter,lease_bf_plaza_clean.regionalcompanyid,lease_bf_plaza_clean.regionalcompany,lease_bf_plaza_clean.plazatype,lease_bf_plaza_clean.opendate,lease_bf_plaza_clean.provinceid,lease_bf_plaza_clean.cityid,lease_bf_plaza_clean.countyid,lease_bf_plaza_clean.plazaadress,lease_bf_plaza_clean.ownercompanyid,lease_bf_plaza_clean.businesscompanyid,lease_bf_plaza_clean.propertycompanyid,lease_bf_plaza_clean.plazalevel,lease_bf_plaza_clean.plazaclass,lease_bf_plaza_clean.assettype,lease_bf_plaza_clean.classification,lease_bf_plaza_clean.areaofbuildingtotal,lease_bf_plaza_clean.businessareaofbuilding,lease_bf_plaza_clean.areaofsupporting,lease_bf_plaza_clean.floorovergroundcount,lease_bf_plaza_clean.floorundergroundcount,lease_bf_plaza_clean.parkcount,lease_bf_plaza_clean.mapscalelocationx,lease_bf_plaza_clean.mapscalelocationy,lease_bf_plaza_clean.innerpedestrianarea,lease_bf_plaza_clean.mainarea,lease_bf_plaza_clean.secmainarea,lease_bf_plaza_clean.outdoorarea,lease_bf_plaza_clean.firstmainarea,lease_bf_plaza_clean.firstsecmainarea,lease_bf_plaza_clean.firstotherarea,lease_bf_plaza_clean.firstoutdoorarea,lease_bf_plaza_clean.firstofficebuildingarea,lease_bf_plaza_clean.firstbarstreetarea,lease_bf_plaza_clean.isvalid,lease_bf_plaza_clean.recordstatus,lease_bf_plaza_clean.createuserid,lease_bf_plaza_clean.createdate,lease_bf_plaza_clean.modifyuserid,lease_bf_plaza_clean.modifydate,lease_bf_plaza_clean.fromtable,lease_bf_plaza_clean.fromrecordid,lease_bf_plaza_clean.firstmaininnerarea,lease_bf_plaza_clean.firstmainrentarea,lease_bf_plaza_clean.firstsecmaininnerarea,lease_bf_plaza_clean.firstsecmainrentarea,lease_bf_plaza_clean.firstotherinnerarea,lease_bf_plaza_clean.firstotherrentrentarea,lease_bf_plaza_clean.firstoutdoorinnerarea,lease_bf_plaza_clean.firstoutdoorrentarea,lease_bf_plaza_clean.firstofficebuildinginnerarea,lease_bf_plaza_clean.firstofficebuildingrentarea,lease_bf_plaza_clean.firstbarstreetrentarea,lease_bf_plaza_clean.firstbarstreetinnerarea,lease_bf_plaza_clean.assetareaamt,lease_bf_plaza_clean.upareaofbuilding,lease_bf_plaza_clean.downareaofbuilding,lease_bf_plaza_clean.adscount,lease_bf_plaza_clean.datafrominfo,lease_bf_plaza_clean.frominfo,lease_bf_plaza_clean.workflowstatus,lease_bf_plaza_clean.plazaposition
1000503,5342,GZPY,广州番禺万达广场,广州番禺,5396,华南运营中心,4634,广州区域商管公司,BUSINESSCENTER,2014-11-08 00:00:00.0,18,103,2204,,1281,1864,1864,1B,1B,DEVELOPMENT,B类,199285,103801.76,95483.24,5,1,2632,,,30200,60800,50000,9600,56438.16,4559.8,39207.54,3893.36,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000503,50817.24,55481.72,4411.1,4269.3,22247.18,22247.18,1964.6,1964.6,,,,,,180950.4,18334.6,77,,,APPROVED,
1000545,5326,DGCA,东莞长安万达广场,东莞长安,5396,华南运营中心,5512,东莞区域商管公司,BUSINESSCENTER,2013-07-20 00:00:00.0,18,101,,长安镇东门中路1号,1092,1521,1521,3A,3A,DEVELOPMENT,B类,176300,117849.12,58450.88,6,2,1069,,,50100,64400,5400,0,54767.18,6610.51,57492.49,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000545,47049.35,53580.61,5484.11,5356.79,30526.83,32311.51,0,0,,,,,,159490.74,16809.26,102,,,APPROVED,
1000283,4353,YCJF,银川金凤万达广场,银川金凤,5565,西北运营中心,5389,银川区域商管公司,BUSINESSCENTER,2011-09-09 00:00:00.0,39,262,,金凤区正源北街22号,824,790,790,3A,3A,DEVELOPMENT,A类,166319,107807.61,58511.39,5,2,948,,,43560.17,62765.43,3798.3,30000,60930.4,1635.99,44895.66,345.56,,,,ACTIVE,1,2013-11-08 18:38:14.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000283,,,,,,,,,,,,,,149644.64,16674.36,499,租赁系统,,APPROVED,城市-全客层-购物中心
1000286,5303,WHZYWHQCHHJ,武汉中央文化区楚河汉街,武汉楚河汉街,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2011-09-30 00:00:00.0,30,179,,武昌区中北路楚河汉街,593,941,941,2A,2A,DEVELOPMENT,A类,187161,99537.9,87623.1,4,0,1523,,,0,0,0,98381.57,0,0,99537.9,0,,,,ACTIVE,1,2013-11-08 18:38:14.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000286,,,,,,,,,,,,,,187161,0,188,租赁系统,,APPROVED,城市-全客层-购物中心
1000288,4412,WXBH,无锡滨湖万达广场,无锡滨湖,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2010-09-17 00:00:00.0,19,215,,梁溪路35号,725,614,614,2A,2A,DEVELOPMENT,A类,162933,116044.25,46888.75,5,0,859,,,19564.87,74997.01,0,0,69355.41,4802.68,41752.88,0,,,,ACTIVE,1,2013-11-08 18:38:14.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000288,,,,,,,,,,,,,,162933,0,83,租赁系统,,APPROVED,区域-家庭-购物中心
1000290,4335,XAMLY,西安民乐园万达广场,西安民乐园,5565,西北运营中心,4333,西安区域商管公司,BUSINESSCENTER,2009-12-19 00:00:00.0,36,304,2919,陕西省西安市新城区解放路111号,762,847,847,2A,2A,DEVELOPMENT,A类,145702,106886.8,38815.2,5,1,673,,,22291.4,60299,0,145000,53019.22,4076.13,52037.79,0,,,,ACTIVE,1,2013-11-08 18:38:14.0,47246,2018-06-04 23:14:58.0,BF_PLAZA,1000290,,,,,,,,,,,,,,121086.95,24615.05,30,租赁系统,,APPROVED,城市-时尚-购物中心
1000343,4378,SHBS,上海宝山万达广场,上海宝山,5490,华东运营中心,4376,上海区域商管公司,BUSINESSCENTER,2012-06-29 00:00:00.0,14,382,,,890,993,993,1B,1B,DEVELOPMENT,A类,169026,109390.8,59635.2,6,1,1155,,,41772.35,64132.49,6072.47,0,62831.71,12195.34,34363.75,0,,,,ACTIVE,1,2013-11-08 18:38:14.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000343,,,,,,,,,,,,,,150441.1,18584.9,153,租赁系统,,APPROVED,区域-时尚-购物中心
1000363,4351,HFTEH,合肥天鹅湖万达广场,合肥天鹅湖,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2012-07-20 00:00:00.0,28,60,,合肥市蜀山区南二环路3818号,1007,1025,1025,2B,2B,DEVELOPMENT,A类,175657,104982.4,70674.6,7,1,1386,,,39800,61800,3800,867,56415.02,4619.41,43947.97,0,,,,ACTIVE,1,2013-11-08 18:38:14.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000363,,,,,,,,,,,,,,160201.83,15455.17,125,租赁系统,,APPROVED,区域-家庭-购物中心
1000385,4631,WZLW,温州龙湾万达广场,温州龙湾,5563,东南运营中心,4391,宁波区域商管公司,BUSINESSCENTER,2012-11-30 00:00:00.0,17,369,,龙湾区永中街道永定路1188号,949,565,565,3A,3A,DEVELOPMENT,D类,241358,158818.42,82539.58,6,2,1407,,,67325,85734,7407,7223,84813.96,7958.45,59932.92,7222.98,,,,ACTIVE,1,2013-11-08 18:38:14.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000385,,,,,,,,,,,,,,226728.83,14629.17,128,租赁系统,,APPROVED,区域-家庭-购物中心
1000396,4346,QDLC,青岛李沧万达广场,青岛李沧,5503,华北运营中心,5506,青岛区域商管公司,BUSINESSCENTER,2012-09-21 00:00:00.0,27,275,,,948,1044,1044,2B,2B,DEVELOPMENT,C类,182270,120801.93,61468.07,6,1,1126,,,48953.73,66471.12,5147.1,0,61307.8,6300.47,53834.82,338.8,,,,ACTIVE,1,2013-11-08 18:38:14.0,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000396,52472.68,60580.8,5890,5773,31526.08,31788.37,338.8,338.8,,,,,,164806.1,17463.9,138,,,APPROVED,
1000423,5332,DLGX,大连高新万达广场,大连高新,5502,东北运营中心,5504,大连区域商管公司,BUSINESSCENTER,2013-05-25 00:00:00.0,24,242,,高新区黄浦路,826,1501,1501,2B,2B,DEVELOPMENT,B类,172317,133039.55,39277.45,6,1,1152,,,48900,75800,6700,0,81636.58,7437.43,41171.1,3227.87,,,,ACTIVE,1,2013-11-08 18:38:14.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000423,,,,,,,,,,,,,,151427.58,20889.42,65,租赁系统,,APPROVED,区域-时尚-购物中心
1000463,5340,CCKC,长春宽城万达广场,长春宽城,5502,东北运营中心,5505,长春区域商管公司,BUSINESSCENTER,2013-08-16 00:00:00.0,25,208,,,1096,571,571,2B,2B,DEVELOPMENT,C类,164263,108809.72,55453.28,5,2,690,,,39284.19,67700,3900,0,54061.64,3114.01,51634.07,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000463,,,,,,,,,,,,,,146231.98,18031.02,94,租赁系统,,APPROVED,区域-时尚-购物中心
1000546,5343,XMJM,厦门集美万达广场,厦门集美,5563,东南运营中心,5513,厦门区域商管公司,BUSINESSCENTER,2013-06-08 00:00:00.0,29,67,,,1068,1282,1282,2B,2B,DEVELOPMENT,B类,134592,83619.41,50972.59,6,2,717,,,27800,54700,3600,0,38649.88,10254.94,34714.48,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000546,,,,,,,,,,,,,,120718.99,13873.01,68,租赁系统,,APPROVED,区域-时尚-购物中心
1000583,5330,HEBHX,哈尔滨哈西万达广场,哈尔滨哈西,5502,东北运营中心,4407,哈尔滨区域商管公司,BUSINESSCENTER,2013-09-13 00:00:00.0,26,169,,,1065,1209,1209,2B,2B,DEVELOPMENT,A类,210320,147479.31,62840.69,4,2,1359,,,61300,84242.96,5400,0,79111.18,5314.99,63053.14,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000583,74693.11,77605.36,5225.71,5433,35169.08,35161.42,0,0,,,,,,195474.61,14845.39,243,,,APPROVED,
1000603,5339,XADMG,西安大明宫万达广场,西安大明宫,5565,西北运营中心,4333,西安区域商管公司,BUSINESSCENTER,2013-11-22 00:00:00.0,36,304,,,1265,1987,1987,2A,2A,DEVELOPMENT,A类,187588,110161.34,77426.66,5,1,1429,,,49323,63560,3699,0,59831.55,3569.88,46527.61,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000603,,,,,,,,,,,,,,170236.35,17351.65,143,租赁系统,,APPROVED,区域-全客层-购物中心
1000274,4379,SHZP,上海周浦万达广场,上海周浦,5490,华东运营中心,4376,上海区域商管公司,BUSINESSCENTER,2009-09-19 00:00:00.0,14,382,,浦东新区年家浜路518号,700,605,605,1B,1B,DEVELOPMENT,A类,163114,117381.34,45732.66,5,1,779,,,18623.23,81556.42,0,0,70718.55,6660.65,40002.14,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000274,,,,,,,,,,,,,,143557.5,19556.5,68,租赁系统,,APPROVED,区域-家庭-购物中心
1000272,4349,FZJRJ,福州金融街万达广场,福州金融街,5563,东南运营中心,4636,福州区域商管公司,BUSINESSCENTER,2010-12-22 00:00:00.0,29,72,,台江区鳌江路8号,778,782,782,2B,2B,DEVELOPMENT,B类,165591,109781.03,55809.97,6,2,923,,,19517.39,70225.5,1054.61,0,71279.11,0,26574.83,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,47314,2018-06-04 23:14:58.0,BF_PLAZA,1000272,,,,,,,,,,,,,,148692,16899,41,租赁系统,,APPROVED,区域-时尚-购物中心
1000273,4373,TZ,泰州万达广场,泰州海陵,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2011-12-09 00:00:00.0,19,214,,海陵区济川东路228号,885,845,845,3B,3B,DEVELOPMENT,B类,111440,110641.98,798.02,5,1,1028,,,39832.2,66215.6,4953,0,55913.55,4554.96,50173.47,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000273,,,,,,,,,,,,,,97503.39,13936.61,67,租赁系统,,APPROVED,城市-全客层-购物中心
1000275,4343,TJHD,天津河东万达广场,天津河东,5503,华北运营中心,5507,天津区域商管公司,BUSINESSCENTER,2010-11-20 00:00:00.0,15,383,,河东区津滨大道53号,775,594,594,2B,2B,DEVELOPMENT,A类,220601,119039.79,101561.21,6,2,758,,,41639.49,74235.57,0,0,69795.01,5429.67,43815.11,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000275,63911.01,68645.01,5020.9,5429.67,22036.05,22039.35,0,0,,,,,,202818,17783,39,,,APPROVED,
1000296,4330,SZPJ,苏州平江万达广场,苏州平江,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2009-09-17 00:00:00.0,19,212,,人民路3188号,722,664,664,2B,2B,DEVELOPMENT,B类,157400,94233.87,63166.13,5,1,638,,,10090.2,76583,1504.5,0,46744.84,0,46885.24,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000296,,,,,,,,,,,,,,139294.05,18105.95,55,租赁系统,,APPROVED,区域-时尚-购物中心
1000299,4352,DQSET,大庆萨尔图万达广场,大庆萨尔图,5502,东北运营中心,5564,黑龙江区域商管公司,BUSINESSCENTER,2011-11-25 00:00:00.0,26,167,,大庆市萨尔图区东风路15号,783,789,789,3A,3A,DEVELOPMENT,B类,141601,102210.28,39390.72,5,1,951,,,38854.87,56992.6,4079.1,0,54804.16,0,29378.03,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000299,29453.16,62291.9,0,0,23089.88,23026.46,0,0,,,,,,126256,15345,78,,,APPROVED,
1000300,4332,LY,洛阳万达广场,河南洛阳,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2009-12-22 00:00:00.0,23,144,,涧西区辽宁路168号,764,759,759,3A,3A,DEVELOPMENT,A类,96240,67073.66,29166.34,5,3,520,,,16318.38,49463.5,0,0,50031.3,0,17042.36,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000300,,,,,,,,,,,,,,79533,16707,56,租赁系统,,APPROVED,城市-全客层-购物中心
1000303,4372,HHHT,呼和浩特万达广场,呼和浩特,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2010-11-05 00:00:00.0,43,259,1089,内蒙古省呼和浩特市赛罕区,870,839,839,2B,2B,DEVELOPMENT,A类,162008.4,118195.5,43812.9,5,2,874,,,19452.13,75787,1084,0,73305.92,3786,41101.58,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000303,,,,,,,,,,,,,,143684.4,18324,84,租赁系统,,APPROVED,城市-时尚-购物中心
1000384,4347,NCHGT,南昌红谷滩万达广场,南昌红谷滩,5395,中南运营中心,5321,南昌区域商管公司,BUSINESSCENTER,2012-08-25 00:00:00.0,33,227,,红谷滩区会展路999号,1040,1062,1062,2B,2B,DEVELOPMENT,A类,184098,118252.62,65845.38,5,2,1222,,,48394,64018,6929,0,62918.39,6929,48405.23,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000384,,,,,,,,,,,,,,166366.73,17731.27,114,租赁系统,,APPROVED,城市-全客层-购物中心
1000392,4339,SYBYL,沈阳北一路万达广场,沈阳北一路,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2012-08-31 00:00:00.0,24,235,,,720,931,931,2B,2B,DEVELOPMENT,C类,176007,125190.61,50816.39,5,1,911,,,47448.09,67741.84,6743.99,0,63016.37,7015.96,51194.06,3775.95,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000392,55113.47,61949.38,5961.68,5929.67,28949.78,28502.15,2147.39,2147.39,,,,,,161310.13,14696.87,129,,,APPROVED,
1000393,4642,PT,莆田万达广场,福建莆田,5563,东南运营中心,4636,福州区域商管公司,BUSINESSCENTER,2012-12-15 00:00:00.0,29,69,,莆田市城厢区荔华东大道239号政府办公楼533号,1091,576,576,3A,3A,DEVELOPMENT,B类,186777,121300.6,65476.4,5,1,1097,,,57500,61500,6400,7561,49567.21,12810.59,51339.05,7485.26,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000393,,,,,,,,,,,,,,171400.84,15376.16,186,租赁系统,,APPROVED,城市-全客层-购物中心
1000397,4638,ZZBH,漳州碧湖万达广场,漳州碧湖,5563,东南运营中心,5513,厦门区域商管公司,BUSINESSCENTER,2012-10-26 00:00:00.0,29,68,,,946,572,572,3B,3B,DEVELOPMENT,B类,212861,114735.49,98125.51,6,1,1820,,,41375.11,65720.24,8853.67,0,59439,8008.21,47163.55,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000397,,,,,,,,,,,,,,198920.99,13940.01,126,租赁系统,,APPROVED,城市-全客层-购物中心
1000523,5334,YX,宜兴万达广场,江苏宜兴,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2013-05-31 00:00:00.0,19,215,,,960,1304,1304,3B,3B,DEVELOPMENT,D类,214814,125706.78,89107.22,4,1,1687,,,60900,60100,4500,5500,58123.23,7487.27,60281.88,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000523,,,,,,,,,,,,,,198162.92,16651.08,90,租赁系统,,APPROVED,城市-家庭-购物中心
1000544,5333,SYAT,沈阳奥体万达广场,沈阳奥体,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2013-07-26 00:00:00.0,24,235,802,,1064,1422,1422,2B,2B,DEVELOPMENT,C类,162502,102310.94,60191.06,6,1,752,,,32700,62800,4000,0,49264.12,8542.14,44504.68,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,1,2018-06-04 23:14:58.0,BF_PLAZA,1000544,37105.64,46749.39,5747.23,6883.41,23245.3,23386.81,0,0,,,,,,144282.63,18219.37,69,,,APPROVED,
1000563,4396,CQWZ,重庆万州万达广场,重庆万州,5397,西南运营中心,5322,重庆区域商管公司,BUSINESSCENTER,2013-07-05 00:00:00.0,16,384,,重庆市万州区电报路145号平街5层,867,939,939,3A,3A,DEVELOPMENT,A类,139506,94182.43,45323.57,6,1,883,,,39500,50400,3800,0,51881.97,2565.45,40005.75,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,59208,2018-06-04 23:14:58.0,BF_PLAZA,1000563,40716.91,50948.04,1887.47,1858.5,20323.19,20323.19,0,0,,,,,,128627.42,10878.58,79,,,ACTIVE,
1000625,5325,DD,丹东万达广场,辽宁丹东,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2013-12-20 00:00:00.0,24,243,,,1641,2004,2004,3B,3B,DEVELOPMENT,D类,161304,113330.54,47973.46,6,1,768,,,47100,64000,3800,0,50522.76,4321.16,58456.67,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000625,45100.33,49384.92,3084.27,2870.37,30700.53,30700.53,0,0,,,,,,143703.69,17600.31,87,,,APPROVED,
1000626,5363,NJJN,南京江宁万达广场,南京江宁,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2013-12-21 00:00:00.0,19,220,1197,,1421,2040,2040,2B,2B,DEVELOPMENT,A类,195734,120300.55,75433.45,5,1,1183,,,53967,63344,3548,0,67814,0,49025.1062,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000626,,,,,,,,,,,,,,178375.9,17358.1,151,租赁系统,,APPROVED,区域-时尚-购物中心
1000107,4380,SHWJC,上海五角场万达广场,上海五角场,5490,华东运营中心,4376,上海区域商管公司,BUSINESSCENTER,2006-12-23 00:00:00.0,14,382,,,719,652,652,1A,1A,DEVELOPMENT,A类,250280,198765.39,51514.61,5,2,787,,,40397.48,160159.24,0,22755,159529.81,12113.75,24089.32,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000107,,,,,,,,,,,,,,210816.3,39463.7,164,租赁系统,,APPROVED,城市-全客层-购物中心
1000110,4350,HFBH,合肥包河万达广场,合肥包河,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2010-12-23 00:00:00.0,28,60,,合肥市马鞍山130号,6029,786,786,2A,2A,DEVELOPMENT,A类,179034,122157.49,56876.51,6,2,938,,,34648,79864,0,0,76800.54,2031.67,43160.8,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000110,,,,,,,,,,,,,,157007.98,22026.02,196,租赁系统,,APPROVED,城市-全客层-购物中心
1000108,4377,SHJQ,上海江桥万达广场,上海江桥,5490,华东运营中心,4376,上海区域商管公司,BUSINESSCENTER,2011-06-18 00:00:00.0,14,382,,嘉定区金沙江西路1051弄1-100号,756,913,913,1B,1B,DEVELOPMENT,A类,213903,134068.32,79834.68,5,1,1675,,,53569,71645,0,0,58046.99,9109.61,66279.56,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000108,,,,,,,,,,,,,,211910.1,1992.9,106,租赁系统,,APPROVED,区域-家庭-购物中心
1000109,4394,NBYZ,宁波鄞州万达广场,宁波鄞州,5563,东南运营中心,4391,宁波区域商管公司,BUSINESSCENTER,2006-12-22 00:00:00.0,17,371,,鄞州区四明中路999号,705,653,653,2B,2B,DEVELOPMENT,A类,260573,202293.91,58279.09,5,1,1937,,,34307.36,154541.33,0,0,169005.32,4133.24,31103.5,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000109,,,,,,,,,,,,,,249961.37,10611.63,117,租赁系统,,APPROVED,城市-全客层-购物中心
1000301,4357,WHJK,武汉经开万达广场,武汉经开,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2011-08-27 00:00:00.0,30,179,,经济技术开发区东风大道111号,788,920,920,2C,2C,DEVELOPMENT,A类,169144,106097.62,63046.38,5,1,970,,,25032.38,65111.36,0,39020,52464.75,11987.75,41645.12,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000301,,,,,,,,,,,,,,154162,14982,63,租赁系统,,APPROVED,区域-家庭-购物中心
1000298,4409,YC,宜昌万达广场,湖北宜昌,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2010-11-27 00:00:00.0,30,180,2016,湖北省宜昌市伍家岗区沿江大道特166号,757,583,583,3A,3A,DEVELOPMENT,A类,145785,96994.94,48790.06,6,2,1074,,,16119.69,66239.21,0,22711.7,63213.56,3070,29631.04,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000298,,,,,,,,,,,,,,130860.15,14924.85,96,租赁系统,,APPROVED,城市-全客层-购物中心
1000302,4386,BTQS,包头青山万达广场,包头青山,5565,西北运营中心,5425,呼和浩特区域商管公司,BUSINESSCENTER,2010-11-04 00:00:00.0,43,254,1096,内蒙古自治区包头市青山区青年路26号（北写字楼5层）,761,898,898,3A,3A,DEVELOPMENT,B类,171044,126560.39,44483.61,6,2,699,,,37866.58,87202.45,0,2981.84,84231.79,1977.05,40759.4,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,46790,2018-06-04 23:14:58.0,BF_PLAZA,1000302,,,,,,,,,,,,,,153694.72,17349.28,103,租赁系统,,APPROVED,城市-全客层-购物中心
1000387,4630,WHJH,芜湖镜湖万达广场,芜湖镜湖,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2012-09-07 00:00:00.0,28,52,,镜湖区,1023,564,564,3A,3A,DEVELOPMENT,C类,158315,99388.56,58926.44,6,1,856,,,35472,60901.7,3043,0,58575.8,1819,37722.71,0,,,,ACTIVE,1,2013-11-08 18:38:15.0,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000387,,,,,,,,,,,,,,141618.03,16696.97,111,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1000764,5376,JZ,荆州万达广场,湖北荆州,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2014-09-20 00:00:00.0,30,186,2008,,2343,2733,2733,3A,3A,DEVELOPMENT,B类,159923,98931.54,60991.46,5,1,820,,,,,,,45767.76,9094.16,43804.34,265.27,,,,ACTIVE,45537,2014-01-24 14:42:24.917269,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000764,,,,,,,,,,,,,,142085.8,17837.2,175,租赁系统,,APPROVED,城市-全客层-购物中心
1000769,5384,WZPY,温州平阳万达广场,温州平阳,5563,东南运营中心,4391,宁波区域商管公司,BUSINESSCENTER,2014-12-06 00:00:00.0,17,369,1326,,2544,2737,2737,3A,3A,DEVELOPMENT,D类,148521,92433.09,56087.91,4,1,875,,,,,,,44450.41,1392.29,45170.89,1625.43,,,,ACTIVE,45537,2014-01-24 15:32:57.315345,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000769,,,,,,,,,,,,,,138695.91,9825.09,75,租赁系统,,APPROVED,区域-全客层-购物中心
1000770,5385,HZGS,杭州拱墅万达广场,杭州拱墅,5563,东南运营中心,5516,杭州区域商管公司,BUSINESSCENTER,2014-12-12 00:00:00.0,17,373,1295,,2543,2748,2748,2B,2B,DEVELOPMENT,B类,196851,98481.4,98369.6,6,1,1592,,,,,,,52201.9,0,0,100,,,,ACTIVE,45537,2014-01-24 15:40:06.445647,49884,2018-06-04 23:14:58.0,BF_PLAZA,1000770,,,,,,,,,,,,,,186863.8,9987.2,77,租赁系统,,APPROVED,区域-全客层-购物中心
1000771,4414,NN,南宁青秀万达广场,南宁青秀,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2014-12-18 00:00:00.0,38,113,2342,,2085,649,649,2A,2A,DEVELOPMENT,B类,196583,111397.29,85185.71,6,1,1463,,,,,,,62647.67,3713.39,46033.23,822.36,,,,ACTIVE,45537,2014-01-24 15:48:31.517722,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000771,58569.49,59000.43,3508.65,3384.29,22719.4,22719.4,822.36,822.36,,,,,,184561.71,12021.29,94,,,APPROVED,
1000885,5400,YK,营口万达广场,辽宁营口,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2015-06-19 00:00:00.0,24,237,,,2224,2665,2665,3B,3B,DEVELOPMENT,B类,138126.87,92714.87,45412,5,1,1053,,,,,,,42864.1,4421.81,45428.96,0,,,,ACTIVE,45537,2014-08-14 15:38:45.378055,42919,2018-06-04 23:14:58.0,BF_PLAZA,1000885,40202.12,42409.69,4226.81,4012.86,23170.94,23170.94,0,0,,,,,,128183.25,9943.62,55,,,APPROVED,
