lease_bf_plaza_clean.plazaid,lease_bf_plaza_clean.companyid,lease_bf_plaza_clean.plazacode,lease_bf_plaza_clean.plazaname,lease_bf_plaza_clean.shortname,lease_bf_plaza_clean.operationcenterid,lease_bf_plaza_clean.operationcenter,lease_bf_plaza_clean.regionalcompanyid,lease_bf_plaza_clean.regionalcompany,lease_bf_plaza_clean.plazatype,lease_bf_plaza_clean.opendate,lease_bf_plaza_clean.provinceid,lease_bf_plaza_clean.cityid,lease_bf_plaza_clean.countyid,lease_bf_plaza_clean.plazaadress,lease_bf_plaza_clean.ownercompanyid,lease_bf_plaza_clean.businesscompanyid,lease_bf_plaza_clean.propertycompanyid,lease_bf_plaza_clean.plazalevel,lease_bf_plaza_clean.plazaclass,lease_bf_plaza_clean.assettype,lease_bf_plaza_clean.classification,lease_bf_plaza_clean.areaofbuildingtotal,lease_bf_plaza_clean.businessareaofbuilding,lease_bf_plaza_clean.areaofsupporting,lease_bf_plaza_clean.floorovergroundcount,lease_bf_plaza_clean.floorundergroundcount,lease_bf_plaza_clean.parkcount,lease_bf_plaza_clean.mapscalelocationx,lease_bf_plaza_clean.mapscalelocationy,lease_bf_plaza_clean.innerpedestrianarea,lease_bf_plaza_clean.mainarea,lease_bf_plaza_clean.secmainarea,lease_bf_plaza_clean.outdoorarea,lease_bf_plaza_clean.firstmainarea,lease_bf_plaza_clean.firstsecmainarea,lease_bf_plaza_clean.firstotherarea,lease_bf_plaza_clean.firstoutdoorarea,lease_bf_plaza_clean.firstofficebuildingarea,lease_bf_plaza_clean.firstbarstreetarea,lease_bf_plaza_clean.isvalid,lease_bf_plaza_clean.recordstatus,lease_bf_plaza_clean.createuserid,lease_bf_plaza_clean.createdate,lease_bf_plaza_clean.modifyuserid,lease_bf_plaza_clean.modifydate,lease_bf_plaza_clean.fromtable,lease_bf_plaza_clean.fromrecordid,lease_bf_plaza_clean.firstmaininnerarea,lease_bf_plaza_clean.firstmainrentarea,lease_bf_plaza_clean.firstsecmaininnerarea,lease_bf_plaza_clean.firstsecmainrentarea,lease_bf_plaza_clean.firstotherinnerarea,lease_bf_plaza_clean.firstotherrentrentarea,lease_bf_plaza_clean.firstoutdoorinnerarea,lease_bf_plaza_clean.firstoutdoorrentarea,lease_bf_plaza_clean.firstofficebuildinginnerarea,lease_bf_plaza_clean.firstofficebuildingrentarea,lease_bf_plaza_clean.firstbarstreetrentarea,lease_bf_plaza_clean.firstbarstreetinnerarea,lease_bf_plaza_clean.assetareaamt,lease_bf_plaza_clean.upareaofbuilding,lease_bf_plaza_clean.downareaofbuilding,lease_bf_plaza_clean.adscount,lease_bf_plaza_clean.datafrominfo,lease_bf_plaza_clean.frominfo,lease_bf_plaza_clean.workflowstatus,lease_bf_plaza_clean.plazaposition
1001986,5619,MYCBD,绵阳CBD,,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2018-12-21 00:00:00.0,22,310,,四川省绵阳市,2145,3090,,,,DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,ACTIVE,49884,2018-03-26 13:35:22.347572,49884,2018-05-15 17:25:57.460789,BS_PLAZA,,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域-家庭-购物中心
1001117,5473,BZ,亳州万达广场,安徽亳州,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2016-08-12 00:00:00.0,28,53,,,2918,3231,3231,3B,3B,DEVELOPMENT,C类,146554.95,87819.8,58735.15,5,1,855,87819.8,64390.43,,,,,32970.46,9520,45174.7,154.64,,,,ACTIVE,1,2015-10-26 14:59:46.949852,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001117,,,,,,,,,,,,,,136205.49,10349.46,77,租赁系统,,APPROVED,城市-全客层-购物中心
1001118,5469,YW,义乌万达广场,浙江义乌,5563,东南运营中心,4391,宁波区域商管公司,BUSINESSCENTER,2016-09-16 00:00:00.0,17,376,1351,,2949,3094,3094,3A,3A,DEVELOPMENT,B类,209727.2,94327.2,115400,5,1,1558,94327.2,71180.47,,,,,48300,0,42135.19,812.79,,,,ACTIVE,1,2015-10-26 15:00:17.354836,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001118,,,,,,,,,,,,,,199427.55,10299.65,79,租赁系统,,APPROVED,区域-全客层-购物中心
1001119,5447,WLMQJK,乌鲁木齐经开万达广场,乌鲁木齐经开,5565,西北运营中心,5510,乌鲁木齐区域商管公司,BUSINESSCENTER,2016-08-12 00:00:00.0,41,339,3183,新疆省乌鲁木齐市头屯河区,2920,3039,3039,2C,2B,DEVELOPMENT,C类,172806.36,96045.58,76760.78,5,0,685,97116.21,71546.11,,,,,41676.63,5931.01,48437.94,1070.63,,,,ACTIVE,1,2015-10-26 15:00:59.850054,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001119,,,,,,,,,,,,,,172806.36,0,60,租赁系统,,APPROVED,城市-全客层-购物中心
1001120,5444,HFYH,合肥瑶海万达广场,合肥瑶海,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2016-09-09 00:00:00.0,28,60,,,3037,5047,3195,2C,2C,DEVELOPMENT,B类,151563,87474.7,64088.3,5,1,1288,87474.7,65508.15,,,,,37024.23,7064.15,43031.32,355,,,,ACTIVE,1,2015-10-26 15:01:29.381421,49569,2018-06-04 23:14:58.0,BF_PLAZA,1001120,,,,,,,,,,,,,,141905.09,9657.91,89,租赁系统,,APPROVED,区域-全客层-购物中心
1001121,5428,YJ,延吉万达广场,吉林延吉,5502,东北运营中心,5505,长春区域商管公司,BUSINESSCENTER,2016-09-09 00:00:00.0,25,205,948,,3059,3146,3146,3C,3C,DEVELOPMENT,D类,130269.95,87346.85,42923.1,5,1,667,87346.85,63491.35,,,,,34411.22,4066.11,47662.75,1206.77,,,,ACTIVE,1,2015-10-26 15:01:53.21868,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001121,,,,,,,,,,,,,,120269.95,10000,61,租赁系统,,APPROVED,城市-全客层-购物中心
1001122,5448,PJ,盘锦万达广场,辽宁盘锦,5502,东北运营中心,4336,沈阳区域商管公司,BUSINESSCENTER,2016-09-09 00:00:00.0,24,238,,,3004,3099,3099,3B,3B,DEVELOPMENT,D类,156266.53,97349.3,58917.23,4,1,983,97349.3,66255.07,,,,,38500,0,33923.74,1598.81,,,,ACTIVE,1,2015-10-26 15:02:19.72359,1,2018-06-04 23:14:58.0,BF_PLAZA,1001122,0,37550,0,0,32858.67,32858.67,749.29,749.29,,,,,,146380.69,9885.84,116,,,APPROVED,
1001123,5427,CQYC,重庆永川万达广场,重庆永川,5397,西南运营中心,5322,重庆区域商管公司,BUSINESSCENTER,2016-09-16 00:00:00.0,16,384,,,3294,3355,3355,2C,2C,DIRECTINVESTMENT,D类,130188.26,88500.12,41688.14,5,2,876,88037.65,65477.53,,,,,30200,0,57318.58,0,,,,ACTIVE,1,2015-10-26 15:02:55.245473,1,2018-06-04 23:14:58.0,BF_PLAZA,1001123,0,29100,0,0,34621.03,34621.03,0,0,,,,,,121604.16,8584.1,76,,,APPROVED,
1001124,5474,CD,常德万达广场,湖南常德,5395,中南运营中心,5509,长沙区域商管公司,BUSINESSCENTER,2016-09-16 00:00:00.0,31,196,2129,湖南省常德市武陵区沙港社区皂果路1099号,3300,3439,3439,3A,3A,DIRECTINVESTMENT,B类,130175,88681.41,41493.59,5,0,868,88681.41,65101.57,,,,,23826.33,6282.26,58572.82,0,,,,ACTIVE,1,2015-10-26 15:03:18.630322,49793,2018-06-04 23:14:58.0,BF_PLAZA,1001124,,,,,,,,,,,,,,130175,0,117,租赁系统,,APPROVED,城市-全客层-购物中心
1001125,5475,DY,德阳万达广场,四川德阳,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2016-09-17 00:00:00.0,22,325,,,3274,3437,3437,3B,3B,DIRECTINVESTMENT,D类,130100,88776.47,41323.53,5,0,750,88776.47,65223.29,,,,,32948.03,2609.24,53437.83,0,,,,ACTIVE,1,2015-10-26 15:03:43.278796,1,2018-06-04 23:14:58.0,BF_PLAZA,1001125,22529.41,32948.03,1655.57,2609.24,34375.53,34480.2,0,0,,,,,,130100,0,77,,,APPROVED,
1001130,5456,YC,宜春万达广场,江西宜春,5395,中南运营中心,5321,南昌区域商管公司,BUSINESSCENTER,2016-10-21 00:00:00.0,33,225,,,3296,3428,3428,3A,3A,DIRECTINVESTMENT,D类,129040.16,88729.02,40311.14,5,0,757,88729.02,66719.96,,,,,30600,0,36340.14,0,,,,ACTIVE,1,2015-10-26 15:05:50.109235,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001130,,,,,,,,,,,,,,129040.16,0,38,租赁系统,,APPROVED,城市-家庭-购物中心
1001544,5524,CQBB,重庆北碚万达广场,重庆北碚,5397,西南运营中心,5322,重庆区域商管公司,BUSINESSCENTER,2017-08-25 00:00:00.0,16,384,471,,3634,4410,4410,2B,2B,DIRECTINVESTMENT,D类,133106.38,98590,34516.38,2,3,879,98590,71039.31,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-20 18:23:21.673864,43889,2018-06-04 23:14:58.0,BF_PLAZA,1001544,0,0,0,0,0,0,0,0,,,,,,61573.53,71532.85,110,,,APPROVED,
1001605,5541,CS,常熟万达广场,江苏常熟,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2017-07-22 00:00:00.0,19,212,1290,,3088,3157,3157,2C,2C,DEVELOPMENT,C类,187094.05,98267.26,88826.79,5,0,1780,98267.26,70916.44,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 08:50:00.704663,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001605,,,,,,,,,,,,,,187094.05,0,79,租赁系统,,APPROVED,区域-家庭-购物中心
1001626,5534,XXMYQ,新乡牧野区万达广场,新乡牧野,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2017-12-23 00:00:00.0,23,145,,,3553,4762,4762,3A,3A,DIRECTINVESTMENT,C类,121380.02,95423.8,25956.22,5,0,775,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:37:37.006398,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001626,,,,,,,,,,,,,,121380.02,0,138,租赁系统,,APPROVED,城市-全客层-购物中心
1001630,5531,QJ,曲靖万达广场,云南曲靖,5397,西南运营中心,5511,昆明区域商管公司,BUSINESSCENTER,2017-10-27 00:00:00.0,35,354,2730,,3588,4814,0,3B,3B,DIRECTINVESTMENT,C类,114883.82,98616.27,16267.55,4,0,800,98616.27,63924.18,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:40:32.011685,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001630,,,,,,,,,,,,,,114883.82,0,83,租赁系统,,APPROVED,城市-全客层-购物中心
1001632,5553,SZS,石嘴山万达广场,,5565,西北运营中心,5389,银川区域商管公司,BUSINESSCENTER,2018-07-06 00:00:00.0,39,260,3162,,3674,5509,5509,1B,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:43:21.307226,49884,2018-05-15 14:26:46.117571,BF_PLAZA,1001632,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-全客层-购物中心
1001633,5492,TL,铜陵万达广场,安徽铜陵,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2017-11-10 00:00:00.0,28,51,,,3424,3594,3594,3B,3B,DIRECTINVESTMENT,C类,118124.9,88748.99,29375.91,5,0,733,88748.99,63361.5,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:44:06.236378,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001633,,,,,,,,,,,,,,118124.9,0,60,租赁系统,,APPROVED,城市-时尚-购物中心
1001639,5538,YZHJ,扬州邗江万达广场,扬州邗江,5490,华东运营中心,4381,南京区域商管公司,BUSINESSCENTER,2017-12-08 00:00:00.0,19,216,1244,,3425,4468,0,3A,3A,DEVELOPMENT,C类,153075.09,93181.17,59893.92,5,0,838,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:49:32.939955,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001639,,,,,,,,,,,,,,153075.09,0,114,租赁系统,,APPROVED,城市-全客层-购物中心
1001645,5549,CDWH,成都武侯万达广场,成都武侯,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2017-12-22 00:00:00.0,22,323,2453,,6648,6648,0,2A,2A,COOPERATION,C类,157363.02,105232.56,52130.46,5,1,881,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:55:32.73198,45857,2018-06-04 23:14:58.0,BF_PLAZA,1001645,,,,,,,,,,,,,,149275.87,8087.15,56,租赁系统,,APPROVED,
1001704,5560,NCWDCJBJ,南昌万达城酒吧街,,5395,中南运营中心,5321,南昌区域商管公司,BARSTREET,2017-09-08 00:00:00.0,33,227,1580,,4140,3413,3413,,,DEVELOPMENT,C类,20367.93,37318.14,3417.7,2,2,522,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-02-10 12:27:18.598954,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001704,,,,,,,,,,,,,,27643.2,13092.64,0,租赁系统,,APPROVED,城市-全客层-购物中心
1001744,5568,QDDFYDWDM,青岛东方影都万达茂,青岛万达茂,5503,华北运营中心,5506,青岛区域商管公司,BUSINESSCENTER,2018-04-28 00:00:00.0,27,275,,,2724,6327,6327,1A,2B,DIRECTINVESTMENT,,262088.18,126108.61,135979.57,9,3,3644,0,0,,,,,0,0,0,0,,,,ACTIVE,49884,2017-05-24 14:17:55.144832,52146,2018-06-04 23:14:58.0,BF_PLAZA,1001744,0,0,0,0,0,0,0,0,,,,,,243140.68,18947.5,0,,,APPROVED,
1001604,5529,KS,昆山万达广场,江苏昆山,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2017-07-08 00:00:00.0,19,212,1293,,3089,3287,3287,2C,2C,DEVELOPMENT,C类,167258.97,84003.18,83255.79,11,0,1873,84003.18,58708.16,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 08:47:40.16156,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001604,,,,,,,,,,,,,,167258.97,0,54,租赁系统,,APPROVED,区域-家庭-购物中心
1001606,5532,CCCC,长春车城万达广场,长春车城,5502,东北运营中心,5505,长春区域商管公司,BUSINESSCENTER,2017-09-08 00:00:00.0,25,208,,,3091,3241,0,2B,2B,DIRECTINVESTMENT,D类,130040.25,88487.42,41552.83,5,0,750,88487.42,65751.24,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 08:56:07.775783,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001606,,,,,,,,,,,,,,130040.25,0,49,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1001624,5547,CDCZ,成都崇州万达广场,成都崇州,5397,西南运营中心,4653,成都区域商管公司,BUSINESSCENTER,2017-09-01 00:00:00.0,22,323,,,3630,4583,4583,2C,2C,DIRECTINVESTMENT,D类,94219.43,86317.38,7902.05,4,0,705,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:36:12.670635,53035,2018-06-04 23:14:58.0,BF_PLAZA,1001624,0,0,0,0,0,0,0,0,,,,,,94219.43,0,85,,,APPROVED,
1001628,5535,DT,大同万达广场,山西大同,5618,华中运营中心,5508,太原区域商管公司,BUSINESSCENTER,2017-10-20 00:00:00.0,21,297,,,5171,6387,4759,3A,3A,DIRECTINVESTMENT,C类,112824.07,104276.99,8547.08,5,1,805,104276.99,68385.3,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:39:24.212347,1,2018-06-04 23:14:58.0,BF_PLAZA,1001628,,,,,,,,,,,,,,104027.21,8796.86,37,租赁系统,,APPROVED,城市-全客层-购物中心
1001642,5539,nttz,南通通州万达广场,南通通州,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2017-12-15 00:00:00.0,19,219,1258,,3592,5191,5191,3A,3A,DIRECTINVESTMENT,D类,111344.57,101610.91,9733.66,5,1,703,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:52:01.018951,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001642,,,,,,,,,,,,,,101895.8,9448.77,71,租赁系统,,APPROVED,区域-全客层-购物中心
1001651,5526,HEBWDWHLYC,哈尔滨万达文化旅游城,哈尔滨万达茂,5502,东北运营中心,4407,哈尔滨区域商管公司,BUSINESSCENTER,2017-06-30 00:00:00.0,26,169,,,2487,6175,6175,,,DEVELOPMENT,C类,268117.12,128197.25,139919.87,4,1,3820,131638.85,83991.24,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 11:22:19.19877,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001651,,,,,,,,,,,,,,257176.24,10940.88,70,租赁系统,,APPROVED,城市-全客层-购物中心
1001584,5527,JZ,焦作万达广场,河南焦作,5618,华中运营中心,5319,郑州区域商管公司,BUSINESSCENTER,2017-06-30 00:00:00.0,23,158,1860,,4210,4587,4587,3B,3B,DIRECTINVESTMENT,C类,115754.06,105633.48,10120.58,5,0,700,105633.48,69735.84,,,,,0,0,0,0,,,,ACTIVE,51961,2016-10-22 11:55:56.759773,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001584,,,,,,,,,,,,,,115754.06,0,56,租赁系统,,APPROVED,城市-全客层-购物中心
1001635,5554,XAGX,西安高新万达广场,西安高新,5565,西北运营中心,4333,西安区域商管公司,BUSINESSCENTER,2017-11-18 00:00:00.0,36,304,,,3533,5002,0,2A,2A,DEVELOPMENT,C类,187262.39,110983.57,76278.82,9,1,1579,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:45:25.564412,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001635,,,,,,,,,,,,,,179384.23,7878.16,66,租赁系统,,APPROVED,区域-时尚-购物中心
1001644,5537,BJFTXTY,北京丰台西铁营万达广场,北京丰台西铁营,5503,华北运营中心,4402,北京区域商管公司,BUSINESSCENTER,2017-12-22 00:00:00.0,13,381,416,,4489,4489,0,1A,1A,COOPERATION,C类,108311.13,66500.05,41811.08,8,2,757,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:54:55.634229,53932,2018-06-04 23:14:58.0,BF_PLAZA,1001644,,,,,,,,,,,,,,93498.49,14812.64,51,租赁系统,,APPROVED,区域-家庭-购物中心
1001724,5566,BJHR,北京怀柔万达广场,北京怀柔,5503,华北运营中心,4402,北京区域商管公司,BUSINESSCENTER,2018-01-01 00:00:00.0,13,381,424,,0,5367,5367,1C,1C,COOPERATION,,90041.8,57653.03,32388.77,7,1,544,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-05-09 08:20:49.329738,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001724,,,,,,,,,,,,,,82476.37,7565.43,68,租赁系统,,APPROVED,区域-家庭-购物中心
1001625,5533,JLCYQ,吉林昌邑区万达广场,吉林昌邑,5502,东北运营中心,5505,长春区域商管公司,BUSINESSCENTER,2017-09-15 00:00:00.0,25,209,907,,7030,3295,0,3A,3A,DIRECTINVESTMENT,C类,130075.68,88616.21,41459.47,5,0,755,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:36:57.615388,1,2018-06-04 23:14:58.0,BF_PLAZA,1001625,,,,,,,,,,,,,,130075.68,0,87,租赁系统,,APPROVED,城市-家庭-购物中心
1001629,5555,CQQJ,重庆綦江万达广场,重庆綦江,5397,西南运营中心,5322,重庆区域商管公司,BUSINESSCENTER,2017-10-27 00:00:00.0,16,384,484,,4208,4409,4409,2C,2C,DIRECTINVESTMENT,D类,108251.66,88953.32,19298.34,5,0,730,88953.32,62993.04,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:39:57.924811,53236,2018-06-04 23:14:58.0,BF_PLAZA,1001629,0,0,0,0,0,0,0,0,,,,,,108251.66,0,86,,,APPROVED,
1001631,5552,JQ,酒泉万达广场,甘肃酒泉,5565,西北运营中心,5389,银川区域商管公司,BUSINESSCENTER,2017-11-10 00:00:00.0,37,86,3093,,3639,4875,0,3C,3C,DIRECTINVESTMENT,D类,96037.52,88622.14,7415.38,5,0,600,88622.14,62313.46,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:41:20.56013,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001631,,,,,,,,,,,,,,96037.52,0,53,租赁系统,,APPROVED,城市-全客层-购物中心
1001637,5545,GLDC,桂林叠彩万达广场,桂林叠彩,5396,华南运营中心,5514,南宁区域商管公司,BUSINESSCENTER,2017-11-24 00:00:00.0,38,118,2366,,3675,5088,0,3A,3A,DIRECTINVESTMENT,D类,111134.13,101505.08,9629.05,5,2,350,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:47:48.62008,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001637,,,,,,,,,,,,,,100758.9,10375.23,37,租赁系统,,APPROVED,区域-全客层-购物中心
1001646,5544,SH*X*Q,上海闵行颛桥万达广场,上海闵行颛桥,5490,华东运营中心,4376,上海区域商管公司,BUSINESSCENTER,2017-12-22 00:00:00.0,14,382,456,,3615,6223,0,1A,1A,DIRECTINVESTMENT,C类,148032.11,108649.55,39382.56,5,1,1185,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:56:12.949811,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001646,,,,,,,,,,,,,,138349.66,9682.45,88,租赁系统,,APPROVED,区域-全客层-购物中心
1001650,5528,DZWDXZ,丹寨万达小镇,丹寨万达小镇,5397,西南运营中心,5511,昆明区域商管公司,OTHER,2017-07-01 00:00:00.0,34,125,2704,,5547,5547,0,,,COOPERATION,,43574.78,38997.82,4576.96,4,0,528,38997.82,37962.16,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 11:21:26.15741,42919,2018-06-04 23:14:58.0,BF_PLAZA,1001650,0,0,0,0,0,0,0,0,,,,,,43574.78,0,0,,,APPROVED,
1001664,5561,HFJBJ,合肥万达城酒吧街,,5395,中南运营中心,4655,合肥区域商管公司,BARSTREET,2016-09-24 00:00:00.0,28,60,1388,,4937,3245,3245,,,DEVELOPMENT,C类,22414.93,15497.67,6917.26,2,1,280,,,,,,,0,0,0,0,,,,ACTIVE,49884,2017-02-10 11:44:30.664601,42919,2018-06-04 23:14:58.0,BF_PLAZA,1001664,0,0,0,0,0,0,0,0,,,,,,22414.93,0,0,,,APPROVED,
1001607,5542,ZJ,诸暨万达广场,浙江诸暨,5563,东南运营中心,5516,杭州区域商管公司,BUSINESSCENTER,2017-08-11 00:00:00.0,17,368,1343,,3104,3178,3178,3A,3A,DEVELOPMENT,D类,155056.42,92944.94,62111.48,5,0,1156,92944.94,60856.95,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 08:58:37.135528,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001607,,,,,,,,,,,,,,155056.42,0,48,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1001627,5558,HY,衡阳万达广场,湖南衡阳,5395,中南运营中心,5509,长沙区域商管公司,BUSINESSCENTER,2017-09-29 00:00:00.0,31,199,2099,湖南省衡阳市蒸湘区联合街道幸福路22号,3572,6250,0,3A,3A,DIRECTINVESTMENT,C类,120149.05,97968.21,22180.84,5,0,807,97968.21,67906.71,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:38:17.598639,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001627,,,,,,,,,,,,,,120149.05,0,74,租赁系统,,APPROVED,城市-全客层-购物中心
1001636,5546,HZDYW,惠州大亚湾万达广场,惠州大亚湾,5396,华南运营中心,5512,东莞区域商管公司,BUSINESSCENTER,2017-11-24 00:00:00.0,18,105,2249,,3640,4582,0,3A,3A,DIRECTINVESTMENT,C类,138700,106845.63,31854.37,5,1,865,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:46:39.822316,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001636,,,,,,,,,,,,,,129107.27,9592.73,80,租赁系统,,APPROVED,城市-全客层-购物中心
1001641,5556,XC,宣城万达广场,,5395,中南运营中心,4655,合肥区域商管公司,BUSINESSCENTER,2018-06-29 00:00:00.0,28,49,,,3587,5169,5169,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:51:24.826023,49884,2018-05-15 11:41:18.25111,BF_PLAZA,1001641,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,城市-家庭-购物中心
1001643,5543,qz,衢州万达广场,衢州柯城,5563,东南运营中心,4391,宁波区域商管公司,BUSINESSCENTER,2017-12-15 00:00:00.0,17,366,1357,,3575,5091,5091,3A,3A,DIRECTINVESTMENT,C类,124963.85,105613.01,19350.84,5,1,873,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:54:07.584997,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001643,,,,,,,,,,,,,,115644.85,9319,66,租赁系统,,APPROVED,城市-全客层-购物中心
1001648,5540,CZLY,常州溧阳万达广场,常州溧阳,5490,华东运营中心,5515,无锡区域商管公司,BUSINESSCENTER,2018-06-01 00:00:00.0,19,221,1274,,3581,5428,5428,1A,3,DIRECTINVESTMENT,,100258.04,91583.38,8674.66,9,0,449,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:58:21.325503,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001648,,,,,,,,,,,,,,100258.04,0,57,租赁系统,,APPROVED,城市-家庭-购物中心
1001649,5557,HG,黄冈万达广场,,5618,华中运营中心,4355,武汉区域商管公司,BUSINESSCENTER,2018-06-22 00:00:00.0,30,184,2043,,4691,5896,5896,1A,,DIRECTINVESTMENT,C类,,,,,,,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:58:55.958391,49884,2018-05-21 10:50:53.784193,BF_PLAZA,1001649,,,,,,,,,,,,,,,,,租赁系统,,APPROVED,区域/社区-家庭-生活中心
1001564,5525,DLGJZ,大连甘井子万达广场,大连甘井子,5502,东北运营中心,5504,大连区域商管公司,BUSINESSCENTER,2017-09-29 00:00:00.0,24,242,812,,4873,4873,4873,2A,2A,COOPERATION,C类,152181.33,93644.74,58536.59,3,2,1168,93644.74,60344.04,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-21 09:10:36.397745,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001564,,,,,,,,,,,,,,107391.35,44789.98,123,租赁系统,,APPROVED,区域-家庭-购物中心
1001640,5550,LPS,六盘水万达广场,贵州六盘水,5397,西南运营中心,5511,昆明区域商管公司,BUSINESSCENTER,2017-12-08 00:00:00.0,34,122,2640,,3571,5090,0,3B,3B,DIRECTINVESTMENT,C类,110194.41,93095.2,17099.21,2,2,661,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:50:43.531765,54210,2018-06-04 23:14:58.0,BF_PLAZA,1001640,0,0,0,0,0,0,0,0,,,,,,60398.58,49795.83,57,,,APPROVED,
1001647,5551,GYGSH,贵阳观山湖万达广场,贵阳观山湖,5397,西南运营中心,5511,昆明区域商管公司,BUSINESSCENTER,2018-05-25 00:00:00.0,34,129,,,3631,5448,0,1A,2A,DIRECTINVESTMENT,,158728.19,118116.76,40611.43,10,2,838,,,,,,,0,0,0,0,,,,ACTIVE,49884,2016-10-31 10:56:53.167642,49884,2018-06-04 23:14:58.0,BF_PLAZA,1001647,,,,,,,,,,,,,,150002.56,8725.63,132,租赁系统,,APPROVED,区域-全客层-购物中心
